0	(-)-Carvone
1	Acetic Acid
2	Acorn
3	Acorus Gramineus
4	Aegle Marmelos
5	Silver
6	Agave
7	Ak
8	Alaska Pollock
9	Ale
10	Alga Gracilaria Caudata
11	Amaranthus Tricolor
12	Amfe
13	Amlaki
14	Anetheum Graveolens
15	Angelica Dahurica
16	Angelica Keiskei
17	Anise Myrtle
18	Anthocyanins
19	Apios Americana
20	Appd
21	Apple
22	Apple Condensed Tannin
23	Apple Sauce
24	Araceae
25	Arctostaphylos Uva-Ursi
26	Aronia Melanocarpa
27	Ashwagandha
28	Asparagus Officinalis
29	Auraptene
30	Azadirachta Indica
31	Barium
32	Bae
33	Balanites Aegyptiaca
34	Banana
35	Bb
36	Bc
37	Beef Tallow
38	Beer
39	Beo
40	Berberine
41	Bergamot Essential Oil
42	Bergamot Juice
43	Bj
44	Blackcurrant
45	Blueberry
46	Blueberry Anthocyanins-Enriched Extract
47	Bmle
48	Boesenbergia Rotunda Rhizomes
49	Brassica Sprout
50	Broccoli
51	Brown Algae
52	Brussels Sprouts
53	Bs
54	Buckwheat Protein Extract
55	Budo-No-Megumi
56	Bwpe
57	C-Phycocyanin Complex
58	C-Phycocyanin
59	C. Chanroenicum
60	C. Zeylaniucm
61	Caffeic Acid
62	Cajanus
63	Calcitonin
64	Canola
65	Capsaicin
66	Carrageenan
67	Carrots
68	Castor
69	Ce
70	Celery
71	Chamomile
72	Cheese
73	Chelerythrine
74	Chelidonine
75	Chenopodium
76	Cherries
77	Chicken
78	Chinese Parsley
79	Chitosan
80	Chuan Lian
81	Cichorium Intybus
82	Cinnamomum
83	Cinnamomum Zeylanicum
84	Cirsium
85	Cirsium Chanroenicum
86	Citrullus Vulgaris
87	Citrus Juices
88	Citrus Leaf Extract
89	Citrus Reticulate
90	Citrus Reticulate (Mandarin) Peel Methanolic Extract
91	Cle
92	Clementine Juice
93	Cm
94	Cnidium
95	Cobalt
96	Cocoa
97	Coconut
98	Coconut Flower Sap
99	Cocos Nucifera L
100	Codliver
101	Coenzyme Q10
102	Coffee
103	Cola
104	Combretaceae
105	Common Sage
106	Common Valerian
107	Compositae
108	Cone Flower
109	Cordyceps
110	Coriandrum Sativum L. Seed Extract
111	Corilagin
112	Corn Oil
113	Corni
114	Cottonseed
115	Cp
116	Cp1
117	Cranberry
118	Crataegi
119	Crataegus
120	Csp
121	Ct
122	Cucumis Melo
123	Cucurbita Andreana
124	Curcumin
125	Cuscutae
126	Cv
127	Cyanidin
128	Cyperus Rotundus
129	D. Edulis
130	Proprietary Korean Herbal Formula
131	Daidzein
132	Daikon
133	Dairy Product
134	Dairy Product Fermented By Lactobacilli
135	Damnacanthal
136	Danggui
137	Danshen
138	Daucus Carota
139	Dehydroepiandrosterone
140	Delphinidin
141	Dengzhan Shengmai Formula
142	Dfl
143	Dioscin
144	Dioscorea
145	Dioscorea Nipponica Makino
146	Dioscoreae Rhizoma
147	Dp
148	Echinacea
149	ENNA Complex
150	Equisetum Arvense L
151	Eucalyptus Microcorys Extract
152	Evodia Rutaecarpa
153	Falcarinol
154	Fava Bean
155	Fennel
156	Fenugreek
157	Feo
158	Ff-D
159	Fish Flakes
160	Fish Flakes Supplemented With The Diatom Thalassiosira Weissflogii
161	Fish Oil
162	Fo
163	Folic
164	Folinic Acid
165	Folinic Acids
166	Fortified Oil
167	Fortified Wine
168	Fpo
169	Fresh Palm Oil
170	Ga
171	Galactomannan
172	Gallic Acid
173	Garcinia Kola
174	Garcinol
175	Garden Cress
176	Garlic
177	Gegen
178	Ginger-Green Tea Mixture
179	Ginger
180	Ginkgo Biloba
181	Ginseng
182	Ginsenoside Rg1
183	Ginsenoside Rg2
184	Ginsenosides
185	Gj
186	Gkb
187	Gr
188	Grape Seed
189	Grapefruit
190	Green Tea
191	Groundnut
192	Groundnut Oils
193	Guineense Swartz
194	Guttiferae
195	Haela
196	Haepd
197	Harpagophytum Procumbens Extract
198	Hecl
199	Herbal Mixtures Of Liriope Platyphylla, Glycyrrhiza Uralensis, And Cinnamomum Cassia
200	Hibiscus Rosa Sinensis
201	Hibiscus Sabdariffa
202	Hippophae Rhamnoides
203	Honey
204	Horse Chestnut
205	Harpagophytum Procumbens Extract
206	Hypericum Extract Formulation
207	Hydroalcoholic Fruit Extract Of P. Dulce
208	Hydromethanolic Extract Of Citrullus Lanatus
209	Hypericum Perforatum
210	Indian Gooseberry
211	Kidney Beans
212	Kiwi
213	Kudzu
214	L. Usitatissimum
215	Laminaria Hyperborea
216	Laurus Nobilis L
217	Lavandula Burnetii
218	Lavender
219	Le
220	Lecithin
221	Lemon
222	Lemon Myrtle
223	Lepidium Sativum
224	Lgc
225	Licorice
226	Lime
227	Linalool
228	Linseed
229	Lisosan G Complex
230	Lml
231	Luffa
232	Lutein
233	Lycii
234	M. Parviflora
235	Macrotyloma Uniflorum
236	Malus
237	Malva Parviflora
238	Malva Sylvestris
239	Malvidin
240	Malβg
241	Manganese
242	Mangifera Indica
243	Mangosteen
244	Marula
245	Melon
246	Mentha Piperita
247	Methanolic Extract Of Sonchus Asper
248	Mi
249	Milk
250	Mk
251	Mmc
252	Manganese
253	Mo
254	Momordica Charantia
255	Morinda Citrifolia
256	Moringa Oleifera
257	Morus
258	Morus Alba L-H2O
259	Mpme
260	Mps
261	Muscadine Grapes
262	Mustard
263	Myo-Inositol
264	N-3 Pufa
265	N-Acetylcysteine
266	Naoxintong Formula
267	Neferine
268	Nelumbo Nucifera Gaertn
269	Nelumbonucifera
270	Nepitrin
271	Niacin
272	Nif₁
273	Nigella Sativa
274	Nisha
275	Nisha Amalaki
276	Non-Alcoholic Beverage Made Of Red Wine Vinegar And Grape Juice
277	Nura
278	O. Basilicum
279	Oat
280	Ocimum Basilicum
281	Oise
282	Oj
283	Olerciamide A
284	Olive Oil
285	Onion
286	Ops
287	Orange Juice
288	Origanum Majorana
289	Oroxylum Indicum Seed Extracts
290	Oxythiamine
291	Oyster
292	Oyster (Ostrea Plicatula Gmelin) Polysaccharides
293	P. Dulce
294	P. Guineense
295	P. Hydropiper
296	P. Pulmonarius
297	P. Pulmonarius Glucans
298	P. Vulgaris
299	Pa
300	Palm Oil
301	Panax Notoginseng
302	Paraquat
303	Parkia Speciosa
304	Parsley
305	Passiflora Incarnata
306	Pcpa
307	Pectolinarigenin
308	Peonidin
309	Perilla
310	Perilla Frutescens Britton
311	Pg
312	Ph.Aq
313	Ph.Chf
314	Ph.Cr
315	Ph.Etac
316	Ph.Hex
317	Ph.Sp
318	Phaseolus Vulgaris
319	Phenylalanine Methyl Ester Hydrochloride
320	Phoenix Dactylifera
321	Phyllanthaceae
322	Phyllanthus Acidus
323	Phyllanthus Emblica Linn
324	Phyllanthus Emblica-Etoh
325	Physalis
326	Physalis Peruviana
327	Phytate
328	Pi
329	Pinitol
330	Pinus Halepensis
331	Pinus Halepensis Essential Oil
332	Piperine
333	Pistacia Lentiscus Oil
334	Pithecellobium Dulce
335	Pleurotus Ostreatus
336	Pleurotus Pulmonarius
337	Plme
338	Plo
339	Pno
340	Polygonum Hydropiper
341	Polygonum Viviparum
342	Polyherbal Premix
343	Polysaccharides Extracted From The Egyptian Mango Mangifera Indica
344	Pomegranate
345	Ponciri Fructus
346	Poncirus Trifoliata
347	Pop
348	Portulaca Oleracea
349	Pq
350	Propolis
351	Protopanaxadiol (Pd) Ginsenosides
352	Protopanaxatriol (Pt) Ginsenosides
353	Psidium Guajava
354	Pso
355	Psp
356	Pueraria Lobata
357	Pv
358	Qps
359	Quercetin
360	Quercus
361	R. Hastatus
362	Rainbow Trout
363	Raphia Hookeri
364	Raspberry
365	Red Wine
366	Red Wine Vinegar And Grape Juice
367	Repeatedly Heated Palm
368	Repeatedly-Heated Vegetable
369	Resveratrol
370	Rg1
371	Rg3
372	Rgap
373	Rhizoma
374	Rhodiola Rosea
375	Rhpo
376	Rhvo
377	Riboflavin
378	Rosa Damascena
379	Rosaceae
380	Rosavin
381	Rosemary
382	Rubi
383	Rubus
384	Rubus Coreanus
385	Rutabaga
386	S. Aqueum
387	S. Aromaticum
388	S. Indicum
389	S. Limbata
390	S.Limbata
391	S.Montana Extract
392	Sa1
393	Saffron
394	Sage
395	Salvia Przewalskii
396	Sambucus Williamsii Hance
397	Same
398	Sanguinarine
399	Sardine
400	Satureja Montana Extract
401	Sauchinone
402	Sbt
403	Sce
404	Scg
405	Schisandra Chinensis
406	Sclerocarya Birrea
407	Scuppernongs
408	Scutellarin
409	Seaweed
410	Selenium
411	Semi-Skimmed Milk
412	Sesame
413	Seseli Praecox
414	Sheabutter
415	Shexiang Baoxin Formula
416	Shiitake
417	Silymarin
418	Sinapis Alba
419	Sipe
420	Sj
421	Smi
422	Sodium Caseinate
423	Soft Plain Cheese
424	Sonchus Asper
425	Soybean
426	Sparassis Crispa
427	Spinacia Oleracea
428	Spirafolide
429	Spirodela Polyrhiza
430	Spirulina
431	Squash
432	St. John's Wort
433	Sucrose
434	Sucrose Fatty Acid Ester
435	Swh
436	Syzygium Aqueum
437	Syzygium Aromaticum
438	Syzygium Cumini Extract
439	Taraxacum Platycarpum
440	Tartary Buckwheat Sprouts
441	Tasmannia Pepper Leaf
442	Te
443	Terminalia Belerica
444	Tf
445	Tf(Ic*As)*483/13
446	Thiamine
447	Thiamine Pyrophosphate
448	Thyme
449	Tormentillae
450	Tremella Fuciformis
451	Tribulus Terrestris
452	Trifolium Pratense
453	Trigonelline
454	Tristemma Hirtum
455	Triticum Sativum
456	Trolox
457	U. Dioica
458	Uapaca Guineensis
459	Umbelliferae
460	Urtica
461	Urtica Dioica Extract
462	Vaccinium Bracteatum Thunb. Fruit
463	Valerian
464	Vbfw
465	Vco
466	Vegetable Juice
467	Vegetol Red Grapevin
468	Virgin Coconut Oil
469	Vitamin B
470	Vitamin B6
471	Vitamin C
472	Vitamin D
473	Vitamin D3
474	Vitamin E
475	Vitamin K
476	Vlp
477	Wb
478	Wg
479	Wheat
480	Whey Protein
481	Whey Protein Isolate
482	Wine
483	Wpi
484	Crataegi Standardized Extract
485	Yogurt Bacteria
486	Zhi-Xiong
487	Zinc
488	Zinc Protoporphyrin-Ix
489	Zinc Sulfate
490	Zxc
491	(+-)-chlorpheniramine
492	(+-)-trimeprazine
493	(1r,2s)-tranylcypromine
494	(2r,4s)-ketoconazole
495	(2s,4s)-4-cyclohexyl-1-[2-[(2-methyl-1-propanoyloxypropoxy)-(4-phenylbutyl)phosphoryl]acetyl]pyrrolidine-2-carboxylic acid
496	(3ar,4r,5r,7s,8s,9r,9as,12r)-8-hydroxy-4,7,9,12-tetramethyl-3-oxo-7-vinyldecahydro-4,9a-propanocyclopenta[8]annulen-5-yl 2-(((1r,2r,4r)-4-amino-2-hydroxycyclohexyl)thio)acetate
497	1-(2,2-difluoro-1,3-benzodioxol-5-yl)-n-(1-((2r)-2,3-dihydroxypropyl)-6-fluoro-2-(2-hydroxy-1,1-dimethylethyl)-1h-indol-5-yl)cyclopropanecarboxamide
498	1h-pyrrole-1-carboxamide, 3-ethyl-2,5-dihydro-4-methyl-n-2-4-(trans-4-methylcyclohexyl)aminocarbonylaminosulfonylphenylethyl-2-oxo-
499	2-amino-5-phenyl4(5h)-oxazolone
500	2-o-sulfohexopyranuronosyl-(1->4)-2-deoxy-3-o-sulfo-2-(sulfoamino)hexopyranosyl-(1->4)-2-o-sulfohexopyranuronosyl-(1->4)-2-acetamido-2-deoxy-6-o-sulfohexopyranose
501	4-(dimethylamino)-1,5,10,11,12a-pentahydroxy-6-methyl-3,12-dioxo-3,4,4a,5,5a,6,12,12a-octahydrotetracene-2-carboximidic acid
502	4-methylpyrazole
503	5,8,14-triazatetracyclo[10.3.1.02,11.04,9]hexadeca-2,4,6,8,10-pentaene
504	5-fluorouracil
505	6,7-dichloro-3-hydroxy-1,5 dihydro-imidazo(2,1-b)quinazolin-2-one
506	7-chloro-2-(methylimino)-5-phenyl-2,3-dihydro-4h-1,4-benzodiazepin-4-ol
507	8-methoxypsoralen
508	abacavir
509	abemaciclib
510	acalabrutinib
511	acenocoumarol
512	acetaminophen
513	acetohexamide
514	acetohydroxamic acid
515	alectinib
516	alendronic acid
517	aliskiren
518	allopregnanolone
519	allopurinol
520	alprazolam
521	amantadine
522	amiloride
523	aminophylline
524	amiodarone
525	amitriptyline
526	amlodipine
527	amobarbital
528	amoxapine
529	amprenavir
530	anagrelide
531	antipyrine
532	apixaban
533	apomorphine
534	argatroban
535	aripiprazole
536	armodafinil
537	artemether
538	aspidospermidine-3-carboxylic acid, 4-(acetyloxy)-6,7-didehydro-15-((2r,4r,6s,8s)-4-(1,1-difluoroethyl)-1,3,4,5,6,7,8,9-octahydro-8-(methoxycarbonyl)-2,6-methano-2h-azecino(4,3-b)indol-8-yl)-3-hydroxy-16-methoxy-1-methyl-, methyl ester, (2beta,3beta,4beta,5alpha,12r,19alpha)-
539	aspirin
540	asunaprevir
541	atazanavir
542	atorvastatin
543	atorvastatin calcium
544	avapritinib
545	azatadine
546	azathioprine
547	azelaic acid
548	azelastine
549	baclofen
550	bepridil
551	betrixaban
552	bilastine
553	biperiden
554	bisacodyl
555	bivalirudin
556	bortezomib
557	bosentan
558	bosutinib
559	brigatinib
560	brimonidine
561	brivaracetam
562	bromazepam
563	bromocriptine
564	brompheniramine
565	buprenorphine
566	bupropion
567	buspirone
568	busulfan
569	butabarbital
570	butalbital
571	butorphanol
572	cabazitaxel
573	cabergoline
574	cabozantinib
575	caffeine
576	calcium carbonate
577	canagliflozin
578	cangrelor
579	cannabidiol
580	captopril
581	carbamazepine
582	carbinoxamine
583	carisoprodol
584	cefotetan
585	celecoxib
586	cenobamate
587	ceritinib
588	cetirizine
589	chlophedianol
590	chloral hydrate
591	chlorcyclizine
592	chloroquine
593	chlorothiazide
594	chlorpromazine
595	chlorpropamide
596	chlorzoxazone
597	cid 118984461
598	cid 25200315
599	cilostazol
600	cimetidine
601	ciprofloxacin
602	cisapride
603	citalopram
604	clarithromycin
605	clemastine
606	clidinium
607	clobazam
608	clomipramine
609	clonazepam
610	clonidine
611	clopidogrel
612	clorazepate
613	clozapine
614	cobimetinib
615	codeine
616	colchicine
617	copanlisib
618	cortisol
619	crizotinib
620	cyclizine
621	cyclobenzaprine
622	cyclophosphamide
623	cyproheptadine
624	cyproterone acetate
625	dabigatran etexilate
626	dabrafenib
627	daclatasvir
628	dapagliflozin
629	darunavir
630	dasatinib
631	deflazacort
632	demeclocycline
633	desipramine
634	desitin
635	desmethylsertraline
636	desogestrel
637	desvenlafaxine
638	deutetrabenazine (usan/inn)
639	dexamethasone
640	dexbrompheniramine
641	dexchlorpheniramine maleate
642	dexmethylphenidate
643	dextroamphetamine
644	dextromethorphan
645	diazepam
646	dichloralphenazone
647	diclofenac
648	dicoumarol
649	dicyclomine
650	didanosine
651	dienogest
652	difenoxin
653	diflunisal
654	digitoxin
655	digoxin
656	dihydralazine
657	dihydrocodeine
658	dihydroergotamine
659	diltiazem
660	dimenhydrinate
661	diphenhydramine
662	diphenoxylate
663	dipyridamole
664	disopyramide
665	disulfiram
666	docetaxel
667	dofetilide
668	donepezil
669	doxazosin
670	doxorubicin
671	doxylamine
672	dronedarone
673	duloxetine
674	dutasteride
675	edoxaban
676	efavirenz
677	elbasvir
678	elexacaftor
679	eltrombopag
680	eluxadoline
681	enalapril
682	enasidenib
683	encorafenib
684	entrectinib
685	eplerenone
686	erdafitinib
687	ergotamine
688	erlotinib
689	ertugliflozin
690	erythrityl tetranitrate
691	erythromycin
692	esketamine
693	estazolam
694	estradiol
695	estradiol acetate
696	estradiol cypionate
697	estradiol valerate
698	estramustine
699	estrone
700	eszopiclone
701	ethinylestradiol
702	ethosuximide
703	ethylene glycol
704	ethylenediaminetetraacetic acid
705	etodolac
706	etonogestrel
707	etoposide
708	etravirine
709	fedratinib
710	felbamate
711	felodipine
712	fenoprofen
713	fentanyl
714	ferrous gluconate
715	fexofenadine
716	flavin adenine dinucleotide
717	flavin mononucleotide
718	flecainide
719	flibanserin
720	floctafenine
721	fluconazole
722	fludrocortisone
723	fluindione
724	flunitrazepam
725	fluoxetine
726	fluphenazine
727	flurazepam
728	flurbiprofen
729	fosamprenavir
730	fosaprepitant
731	fosphenytoin
732	furosemide
733	gabapentin
734	gefitinib
735	gemfibrozil
736	gestodene
737	gilteritinib
738	glibenclamide
739	gliclazide
740	glipizide
741	glutethimide
742	griseofulvin
743	guanfacine
744	haloperidol
745	heparin pentasaccharide
746	heroin
747	hexachlorocyclohexane
748	hexopyranosyl-(1->6)hexopyranosyl-(1->6)hexose
749	hydrochlorothiazide
750	hydrocodone
751	hydromorphone
752	hydroxyzine
753	ibrutinib
754	ibuprofen, (+-)-
755	idelalisib
756	ifosfamide
757	imatinib
758	imipramine
759	indapamide
760	indinavir
761	indinavir sulfate
762	indomethacin
763	insulin pork
764	irbesartan
765	isavuconazole
766	isavuconazonium
767	isocarboxazid
768	isoniazid
769	itraconazole
770	ivabradine
771	ivosidenib
772	ketamine
773	ketazolam
774	ketoprofen
775	lapatinib
776	larotrectinib
777	lasmiditan
778	lenvatinib
779	lercanidipine hydrochloride
780	levocetirizine
781	levomilnacipran
782	levonorgestrel
783	levorphanol
784	linagliptin
785	linezolid
786	liotrix
787	lisinopril
788	lithium
789	lithium carbonate
790	lithium citrate
791	lofexidine
792	lomitapide
793	lopinavir
794	lorazepam
795	lorlatinib
796	losartan
797	lovastatin
798	loxapine
799	lumateperone
800	magaldrate (usan:usp:inn:ban)
801	mecamylamine
802	meclizine
803	meclofenamic acid
804	med.21724, compound benztropine
805	mefenamic acid
806	mefloquine
807	melatonin
808	meloxicam
809	meperidine
810	meprobamate
811	metamizole
812	metaxalone
813	metformin
814	methadone
815	methocarbamol
816	methohexital
817	methotrexate
818	methoxyflurane
819	methsuximide
820	methyldopa
821	methylergometrine
822	methylphenidate
823	methylprednisolone
824	metoclopramide
825	metoprolol
826	metronidazole
827	metyrapone
828	metyrosine
829	miconazole
830	midazolam
831	midostaurin
832	mifepristone
833	milnacipran
834	mirtazapine
835	moclobemide
836	modafinil
837	moexipril
838	molindone
839	morphine
840	n-((1r,2r)-2-(2,3-dihydro-1,4-benzodioxin-6-yl)-2-hydroxy-1-(1-pyrrolidinylmethyl)ethyl)octanamide
841	nabilone
842	nabumetone
843	nadolol
844	nafarelin
845	nalbuphine
846	naringin
847	nateglinide
848	nebivolol
849	nefazodone
850	nelfinavir
851	netupitant
852	nevirapine
853	nicardipine
854	nicotinic acid
855	nifedipine
856	nilotinib
857	nilutamide
858	nimodipine
859	nisoldipine
860	nitrazepam
861	nitrendipine
862	nitroglycerin
